Sno,Movie_Name,Duration_min,Year,Ratings,Metascore,Director1,Director2,Director3,Director4,Director5,Director6
1509,The Specialist,110,1994,5.6,N/A,Luis Llosa,N/A,N/A,N/A,N/A,N/A
1510,Machete Kills,107,2013,5.6,41,Robert Rodriguez,N/A,N/A,N/A,N/A,N/A
1511,Hold the Dark,125,2018,5.6,63,Jeremy Saulnier,N/A,N/A,N/A,N/A,N/A
1512,Chain Reaction,107,1996,5.6,43,Andrew Davis,N/A,N/A,N/A,N/A,N/A
1513,Timeline,116,2003,5.6,28,Richard Donner,N/A,N/A,N/A,N/A,N/A
1514,Double Impact,110,1991,5.6,40,Sheldon Lettich,N/A,N/A,N/A,N/A,N/A
1515,Jay and Silent Bob Reboot,105,2019,5.6,46,Kevin Smith,N/A,N/A,N/A,N/A,N/A
1516,Metro,117,1997,5.6,41,Thomas Carter,N/A,N/A,N/A,N/A,N/A
1517,National Security,88,2003,5.6,31,Dennis Dugan,N/A,N/A,N/A,N/A,N/A
1518,Survivor,96,2015,5.6,28,James McTeigue,N/A,N/A,N/A,N/A,N/A
1519,Brick Mansions,90,2014,5.6,40,Camille Delamarre,N/A,N/A,N/A,N/A,N/A
1520,Bad Company,116,2002,5.6,37,Joel Schumacher,N/A,N/A,N/A,N/A,N/A
1521,Fire with Fire,97,2012,5.6,N/A,David Barrett,N/A,N/A,N/A,N/A,N/A
1522,MacGruber,90,2010,5.6,43,Jorma Taccone,N/A,N/A,N/A,N/A,N/A
1523,The Pink Panther 2,92,2009,5.6,36,Harald Zwart,N/A,N/A,N/A,N/A,N/A
1524,Exit Wounds,101,2001,5.6,39,Andrzej Bartkowiak,N/A,N/A,N/A,N/A,N/A
1525,The Quest,95,1996,5.6,N/A,Jean-Claude Van Damme,N/A,N/A,N/A,N/A,N/A
1526,Sleepless,95,2017,5.6,34,Baran bo Odar,N/A,N/A,N/A,N/A,N/A
1527,Fighting,105,2009,5.6,61,Dito Montiel,N/A,N/A,N/A,N/A,N/A
1528,The Skulls,106,2000,5.6,24,Rob Cohen,N/A,N/A,N/A,N/A,N/A
1529,12 Rounds,108,2009,5.6,38,Renny Harlin,N/A,N/A,N/A,N/A,N/A
1530,The Contract,96,2006,5.6,N/A,Bruce Beresford,N/A,N/A,N/A,N/A,N/A
1531,Bang Bang,153,2014,5.6,N/A,Siddharth Anand,N/A,N/A,N/A,N/A,N/A
1532,Ek Tha Tiger,132,2012,5.6,N/A,Mathur Goswami, Kabir Khan,N/A,N/A,N/A,N/A
1533,Baywatch,116,2017,5.5,37,Seth Gordon,N/A,N/A,N/A,N/A,N/A
1534,Shotgun Wedding,101,2022,5.5,46,Jason Moore,N/A,N/A,N/A,N/A,N/A
1535,Infinite,106,2021,5.5,28,Antoine Fuqua,N/A,N/A,N/A,N/A,N/A
1536,Spiderhead,106,2022,5.5,54,Joseph Kosinski,N/A,N/A,N/A,N/A,N/A
1537,Willy's Wonderland,88,2021,5.5,44,Kevin Lewis,N/A,N/A,N/A,N/A,N/A
1538,The Core,135,2003,5.5,48,Jon Amiel,N/A,N/A,N/A,N/A,N/A
1539,Green Lantern,114,2011,5.5,39,Martin Campbell,N/A,N/A,N/A,N/A,N/A
1540,The Scorpion King,92,2002,5.5,45,Chuck Russell,N/A,N/A,N/A,N/A,N/A
1541,Snakes on a Plane,105,2006,5.5,58,David R. Ellis,N/A,N/A,N/A,N/A,N/A
1542,George of the Jungle,92,1997,5.5,53,Sam Weisman,N/A,N/A,N/A,N/A,N/A
1543,Train to Busan Presents: Peninsula,116,2020,5.5,51,Sang-ho Yeon,N/A,N/A,N/A,N/A,N/A
1544,The Cloverfield Paradox,102,2018,5.5,37,Julius Onah,N/A,N/A,N/A,N/A,N/A
1545,Resident Evil: The Final Chapter,107,2016,5.5,49,Paul W.S. Anderson,N/A,N/A,N/A,N/A,N/A
1546,Pompeii,105,2014,5.5,41,Paul W.S. Anderson,N/A,N/A,N/A,N/A,N/A
1547,Volcano,104,1997,5.5,55,Mick Jackson,N/A,N/A,N/A,N/A,N/A
1548,Mortdecai,107,2015,5.5,27,David Koepp,N/A,N/A,N/A,N/A,N/A
1549,Lara Croft Tomb Raider: The Cradle of Life,117,2003,5.5,43,Jan de Bont,N/A,N/A,N/A,N/A,N/A
1550,Your Highness,102,2011,5.5,31,David Gordon Green,N/A,N/A,N/A,N/A,N/A
1551,The Bounty Hunter,110,2010,5.5,22,Andy Tennant,N/A,N/A,N/A,N/A,N/A
1552,Sweet Girl,110,2021,5.5,46,Brian Andrew Mendoza,N/A,N/A,N/A,N/A,N/A
1553,Beverly Hills Cop III,104,1994,5.5,16,John Landis,N/A,N/A,N/A,N/A,N/A
1554,Eight Legged Freaks,99,2002,5.5,53,Ellory Elkayem,N/A,N/A,N/A,N/A,N/A
1555,Star Trek V: The Final Frontier,107,1989,5.5,43,William Shatner,N/A,N/A,N/A,N/A,N/A
1556,Virtuosity,106,1995,5.5,39,Brett Leonard,N/A,N/A,N/A,N/A,N/A
1557,Seventh Son,102,2014,5.5,30,Sergei Bodrov,N/A,N/A,N/A,N/A,N/A
1558,Babylon A.D.,90,2008,5.5,26,Mathieu Kassovitz,N/A,N/A,N/A,N/A,N/A
1559,Under Siege 2: Dark Territory,100,1995,5.5,52,Geoff Murphy,N/A,N/A,N/A,N/A,N/A
1560,The Happytime Murders,91,2018,5.5,27,Brian Henson,N/A,N/A,N/A,N/A,N/A
1561,Collateral Damage,108,2002,5.5,33,Andrew Davis,N/A,N/A,N/A,N/A,N/A
1562,Whiteout,101,2009,5.5,N/A,Dominic Sena,N/A,N/A,N/A,N/A,N/A
1563,Cop Out,107,2010,5.5,31,Kevin Smith,N/A,N/A,N/A,N/A,N/A
1564,Stolen,96,2012,5.5,43,Simon West,N/A,N/A,N/A,N/A,N/A
1565,Beverly Hills Ninja,88,1997,5.5,27,Dennis Dugan,N/A,N/A,N/A,N/A,N/A
1566,Showtime,95,2002,5.5,32,Tom Dey,N/A,N/A,N/A,N/A,N/A
1567,The Man,83,2005,5.5,33,Les Mayfield,N/A,N/A,N/A,N/A,N/A
1568,Legionnaire,99,1998,5.5,N/A,Peter MacDonald,N/A,N/A,N/A,N/A,N/A
1569,Taxi 4,91,2007,5.5,N/A,Gérard Krawczyk,N/A,N/A,N/A,N/A,N/A
1570,Gunjan Saxena: The Kargil Girl,112,2020,5.5,N/A,ALi Khan AK, Sharan Sharma,N/A,N/A,N/A,N/A
1571,The Out-Laws,95,2023,5.4,36,Tyler Spindel,N/A,N/A,N/A,N/A,N/A
1572,65,93,2023,5.4,40,Scott Beck, Bryan Woods,N/A,N/A,N/A,N/A
1573,Batman Forever,121,1995,5.4,51,Joel Schumacher,N/A,N/A,N/A,N/A,N/A
1574,Gods of Egypt,127,2016,5.4,25,Alex Proyas,N/A,N/A,N/A,N/A,N/A
1575,The Mummy,110,2017,5.4,34,Alex Kurtzman,N/A,N/A,N/A,N/A,N/A
1576,Wonder Woman 1984,151,2020,5.4,60,Patty Jenkins,N/A,N/A,N/A,N/A,N/A
1577,Tank Girl,104,1995,5.4,46,Rachel Talalay,N/A,N/A,N/A,N/A,N/A
1578,Drive Angry,104,2011,5.4,44,Patrick Lussier,N/A,N/A,N/A,N/A,N/A
1579,Maximum Overdrive,98,1986,5.4,24,Stephen King,N/A,N/A,N/A,N/A,N/A
1580,Godzilla,139,1998,5.4,32,Roland Emmerich,N/A,N/A,N/A,N/A,N/A
1581,Ava,96,2020,5.4,39,Tate Taylor,N/A,N/A,N/A,N/A,N/A
1582,Blackhat,133,2015,5.4,51,Michael Mann,N/A,N/A,N/A,N/A,N/A
1583,Snake Eyes,121,2021,5.4,43,Robert Schwentke,N/A,N/A,N/A,N/A,N/A
1584,The Forever Purge,103,2021,5.4,53,Everardo Gout,N/A,N/A,N/A,N/A,N/A
1585,"Game Over, Man!",101,2018,5.4,32,Kyle Newacheck,N/A,N/A,N/A,N/A,N/A
1586,Æon Flux,93,2005,5.4,36,Karyn Kusama,N/A,N/A,N/A,N/A,N/A
1587,Killers,100,2010,5.4,21,Robert Luketic,N/A,N/A,N/A,N/A,N/A
1588,Pathfinder,99,2007,5.4,29,Marcus Nispel,N/A,N/A,N/A,N/A,N/A
1589,Vampire Academy,104,2014,5.4,31,Mark Waters,N/A,N/A,N/A,N/A,N/A
1590,The Last Legion,101,2007,5.4,37,Doug Lefler,N/A,N/A,N/A,N/A,N/A
1591,The Spy Next Door,94,2010,5.4,27,Brian Levant,N/A,N/A,N/A,N/A,N/A
1592,Season of the Witch,95,2011,5.4,28,Dominic Sena,N/A,N/A,N/A,N/A,N/A
1593,Outside the Wire,114,2021,5.4,45,Mikael Håfström,N/A,N/A,N/A,N/A,N/A
1594,D3: The Mighty Ducks,104,1996,5.4,N/A,Robert Lieberman,N/A,N/A,N/A,N/A,N/A
1595,The Man with the Iron Fists,95,2012,5.4,51,RZA,N/A,N/A,N/A,N/A,N/A
1596,Big Game,90,2014,5.4,53,Jalmari Helander,N/A,N/A,N/A,N/A,N/A
1597,The Tuxedo,98,2002,5.4,30,Kevin Donovan,N/A,N/A,N/A,N/A,N/A
1598,Killing Season,91,2013,5.4,25,Mark Steven Johnson,N/A,N/A,N/A,N/A,N/A
1599,Bulletproof Monk,104,2003,5.4,40,Paul Hunter,N/A,N/A,N/A,N/A,N/A
1600,Battle for the Planet of the Apes,86,1973,5.4,40,J. Lee Thompson,N/A,N/A,N/A,N/A,N/A
1601,Stone,105,2010,5.4,58,John Curran,N/A,N/A,N/A,N/A,N/A
1602,I Spy,97,2002,5.4,35,Betty Thomas,N/A,N/A,N/A,N/A,N/A
1603,Dhoom 3,172,2013,5.4,61,Vijay Krishna Acharya,N/A,N/A,N/A,N/A,N/A
1604,The Legend,161,2022,5.4,N/A,Jerry, Joseph D. Sami,N/A,N/A,N/A,N/A
1605,The Predator,107,2018,5.3,48,Shane Black,N/A,N/A,N/A,N/A,N/A
1606,The New Mutants,94,2020,5.3,43,Josh Boone,N/A,N/A,N/A,N/A,N/A
1607,Masters of the Universe,106,1987,5.3,35,Gary Goddard,N/A,N/A,N/A,N/A,N/A
1608,Geostorm,109,2017,5.3,21,Dean Devlin,N/A,N/A,N/A,N/A,N/A
1609,Daredevil,103,2003,5.3,42,Mark Steven Johnson,N/A,N/A,N/A,N/A,N/A
1610,Legion,100,2010,5.3,32,Scott Stewart,N/A,N/A,N/A,N/A,N/A
1611,Ghost Rider,110,2007,5.3,35,Mark Steven Johnson,N/A,N/A,N/A,N/A,N/A
1612,Robin Hood,116,2018,5.3,32,Otto Bathurst,N/A,N/A,N/A,N/A,N/A
1613,Point Break,114,2015,5.3,34,Ericson Core,N/A,N/A,N/A,N/A,N/A
1614,Jupiter Ascending,127,2015,5.3,40,Lana Wachowski, Lilly Wachowski,N/A,N/A,N/A,N/A
1615,Congo,109,1995,5.3,22,Frank Marshall,N/A,N/A,N/A,N/A,N/A
1616,The Karate Kid Part III,112,1989,5.3,36,John G. Avildsen,N/A,N/A,N/A,N/A,N/A
1617,Red Dawn,93,2012,5.3,31,Dan Bradley,N/A,N/A,N/A,N/A,N/A
1618,Max Payne,100,2008,5.3,31,John Moore,N/A,N/A,N/A,N/A,N/A
1619,Resident Evil: Retribution,95,2012,5.3,39,Paul W.S. Anderson,N/A,N/A,N/A,N/A,N/A
1620,Land of the Lost,102,2009,5.3,32,Brad Silberling,N/A,N/A,N/A,N/A,N/A
1621,Spy Kids 2: Island of Lost Dreams,100,2002,5.3,66,Robert Rodriguez,N/A,N/A,N/A,N/A,N/A
1622,One for the Money,91,2012,5.3,22,Julie Anne Robinson,N/A,N/A,N/A,N/A,N/A
1623,Bangkok Dangerous,99,2008,5.3,24,Danny Pang, Oxide Chun Pang,N/A,N/A,N/A,N/A
1624,Spy Hard,81,1996,5.3,25,Rick Friedberg,N/A,N/A,N/A,N/A,N/A
1625,Hollywood Homicide,116,2003,5.3,47,Ron Shelton,N/A,N/A,N/A,N/A,N/A
1626,The Colony,95,2013,5.3,28,Jeff Renfroe,N/A,N/A,N/A,N/A,N/A
1627,Universal Soldier: Regeneration,97,2009,5.3,70,John Hyams,N/A,N/A,N/A,N/A,N/A
1628,The Way to Paradise,85,2011,5.3,N/A,Enzo Zelocchi,N/A,N/A,N/A,N/A,N/A
1629,Transformers: The Last Knight,154,2017,5.2,27,Michael Bay,N/A,N/A,N/A,N/A,N/A
1630,Fast & Furious 9,143,2021,5.2,58,Justin Lin,N/A,N/A,N/A,N/A,N/A
1631,Morbius,104,2022,5.2,35,Daniel Espinosa,N/A,N/A,N/A,N/A,N/A
1632,The Covenant,97,2006,5.2,19,Renny Harlin,N/A,N/A,N/A,N/A,N/A
1633,Resident Evil: Welcome to Raccoon City,107,2021,5.2,44,Johannes Roberts,N/A,N/A,N/A,N/A,N/A
1634,Hellboy,120,2019,5.2,31,Neil Marshall,N/A,N/A,N/A,N/A,N/A
1635,Monster Hunter,103,2020,5.2,47,Paul W.S. Anderson,N/A,N/A,N/A,N/A,N/A
1636,Independence Day: Resurgence,120,2016,5.2,32,Roland Emmerich,N/A,N/A,N/A,N/A,N/A
1637,xXx: Return of Xander Cage,107,2017,5.2,42,D.J. Caruso,N/A,N/A,N/A,N/A,N/A
1638,The Bad Batch,118,2016,5.2,62,Ana Lily Amirpour,N/A,N/A,N/A,N/A,N/A
1639,The 5th Wave,112,2016,5.2,33,J Blakeson,N/A,N/A,N/A,N/A,N/A
1640,A Good Day to Die Hard,98,2013,5.2,28,John Moore,N/A,N/A,N/A,N/A,N/A
1641,The Mummy: Tomb of the Dragon Emperor,112,2008,5.2,31,Rob Cohen,N/A,N/A,N/A,N/A,N/A
1642,Doom,105,2005,5.2,34,Andrzej Bartkowiak,N/A,N/A,N/A,N/A,N/A
1643,Spawn,96,1997,5.2,34,Mark A.Z. Dippé,N/A,N/A,N/A,N/A,N/A
1644,Mighty Morphin Power Rangers: The Movie,95,1995,5.2,40,Bryan Spicer,N/A,N/A,N/A,N/A,N/A
1645,Paul Blart: Mall Cop,91,2009,5.2,39,Steve Carr,N/A,N/A,N/A,N/A,N/A
1646,Lost in Space,130,1998,5.2,42,Stephen Hopkins,N/A,N/A,N/A,N/A,N/A
1647,The First Purge,97,2018,5.2,54,Gerard McMurray,N/A,N/A,N/A,N/A,N/A
1648,Big Momma's House,99,2000,5.2,33,Raja Gosnell,N/A,N/A,N/A,N/A,N/A
1649,The Transporter Refuelled,96,2015,5.2,32,Camille Delamarre,N/A,N/A,N/A,N/A,N/A
1650,Alex Cross,101,2012,5.2,30,Rob Cohen,N/A,N/A,N/A,N/A,N/A
1651,The Medallion,88,2003,5.2,38,Gordon Chan,N/A,N/A,N/A,N/A,N/A
1652,Mutant Chronicles,111,2008,5.2,N/A,Simon Hunter,N/A,N/A,N/A,N/A,N/A
1653,Beast,155,2022,5.2,N/A,Nelson Dilipkumar,N/A,N/A,N/A,N/A,N/A
1654,Moonfall,130,2022,5.1,41,Roland Emmerich,N/A,N/A,N/A,N/A,N/A
1655,The Twilight Saga: Eclipse,124,2010,5.1,58,David Slade,N/A,N/A,N/A,N/A,N/A
1656,Conan the Barbarian,113,2011,5.1,36,Marcus Nispel,N/A,N/A,N/A,N/A,N/A
1657,Eragon,104,2006,5.1,38,Stefen Fangmeier,N/A,N/A,N/A,N/A,N/A
1658,Red Sonja,89,1985,5.1,35,Richard Fleischer,N/A,N/A,N/A,N/A,N/A
1659,"10,000 BC",109,2008,5.1,34,Roland Emmerich,N/A,N/A,N/A,N/A,N/A
1660,"I, Frankenstein",92,2014,5.1,30,Stuart Beattie,N/A,N/A,N/A,N/A,N/A
1661,Abduction,106,2011,5.1,25,John Singleton,N/A,N/A,N/A,N/A,N/A
1662,Stealth,121,2005,5.1,35,Rob Cohen,N/A,N/A,N/A,N/A,N/A
1663,Cats & Dogs,87,2001,5.1,47,Lawrence Guterman,N/A,N/A,N/A,N/A,N/A
1664,Agent Cody Banks,102,2003,5.1,41,Harald Zwart,N/A,N/A,N/A,N/A,N/A
1665,Hot Pursuit,87,2015,5.1,31,Anne Fletcher,N/A,N/A,N/A,N/A,N/A
1666,G-Force,88,2009,5.1,41,Hoyt Yeatman,N/A,N/A,N/A,N/A,N/A
1667,Miss Congeniality 2: Armed & Fabulous,115,2005,5.1,34,John Pasquin,N/A,N/A,N/A,N/A,N/A
1668,Stormbreaker,93,2006,5.1,42,Geoffrey Sax,N/A,N/A,N/A,N/A,N/A
1669,Get Carter,102,2000,5.1,24,Stephen Kay,N/A,N/A,N/A,N/A,N/A
1670,Bachchhan Paandey,147,2022,5.1,N/A,Farhad Samji,N/A,N/A,N/A,N/A,N/A
1671,Charlie's Angels,118,2019,5.0,52,Elizabeth Banks,N/A,N/A,N/A,N/A,N/A
1672,Superman III,125,1983,5.0,44,Richard Lester,N/A,N/A,N/A,N/A,N/A
1673,How It Ends,113,2018,5.0,36,David M. Rosenthal,N/A,N/A,N/A,N/A,N/A
1674,Shadow in the Cloud,83,2020,5.0,66,Roseanne Liang,N/A,N/A,N/A,N/A,N/A
1675,Cyborg,86,1989,5.0,24,Albert Pyun,N/A,N/A,N/A,N/A,N/A
1676,The Phantom,100,1996,5.0,53,Simon Wincer,N/A,N/A,N/A,N/A,N/A
1677,See No Evil,84,2006,5.0,17,Gregory Dark,N/A,N/A,N/A,N/A,N/A
1678,Virus,99,1999,5.0,19,John Bruno,N/A,N/A,N/A,N/A,N/A
1679,Tokarev,98,2014,5.0,28,Paco Cabezas,N/A,N/A,N/A,N/A,N/A
1680,Dilwale,158,2015,5.0,N/A,Rohit Shetty,N/A,N/A,N/A,N/A,N/A
1681,Anaconda,89,1997,4.9,37,Luis Llosa,N/A,N/A,N/A,N/A,N/A
1682,Dracula 2001,99,2000,4.9,26,Patrick Lussier,N/A,N/A,N/A,N/A,N/A
1683,Wild Wild West,106,1999,4.9,38,Barry Sonnenfeld,N/A,N/A,N/A,N/A,N/A
1684,Charlie's Angels: Full Throttle,106,2003,4.9,48,McG,N/A,N/A,N/A,N/A,N/A
1685,The Darkest Hour,89,2011,4.9,18,Chris Gorak,N/A,N/A,N/A,N/A,N/A
1686,The Cold Light of Day,93,2012,4.9,22,Mabrouk El Mechri,N/A,N/A,N/A,N/A,N/A
1687,Ghosts of Mars,98,2001,4.9,35,John Carpenter,N/A,N/A,N/A,N/A,N/A
1688,Blues Brothers 2000,123,1998,4.9,N/A,John Landis,N/A,N/A,N/A,N/A,N/A
1689,Happy New Year,180,2014,4.9,N/A,Farah Khan,N/A,N/A,N/A,N/A,N/A
1690,DOA: Dead or Alive,87,2006,4.8,38,Corey Yuen,N/A,N/A,N/A,N/A,N/A
1691,Teenage Mutant Ninja Turtles III,96,1993,4.8,40,Stuart Gillard,N/A,N/A,N/A,N/A,N/A
1692,The Ridiculous 6,119,2015,4.8,18,Frank Coraci,N/A,N/A,N/A,N/A,N/A
1693,Tekken,91,2010,4.8,N/A,Dwight H. Little,N/A,N/A,N/A,N/A,N/A
1694,After Earth,100,2013,4.8,33,M. Night Shyamalan,N/A,N/A,N/A,N/A,N/A
1695,Crocodile Dundee in Los Angeles,95,2001,4.8,37,Simon Wincer,N/A,N/A,N/A,N/A,N/A
1696,Double Team,93,1997,4.8,44,Hark Tsui,N/A,N/A,N/A,N/A,N/A
1697,Godsend,102,2004,4.8,24,Frank M. Calo, Nick Hamm,N/A,N/A,N/A,N/A
1698,Shamshera,178,2022,4.8,N/A,Karan Malhotra,N/A,N/A,N/A,N/A,N/A
1699,Howard the Duck,110,1986,4.7,28,Willard Huyck,N/A,N/A,N/A,N/A,N/A
1700,Zoolander 2,101,2016,4.7,34,Ben Stiller,N/A,N/A,N/A,N/A,N/A
1701,Elektra,97,2005,4.7,34,Rob Bowman,N/A,N/A,N/A,N/A,N/A
1702,The Spirit,103,2008,4.7,30,Frank Miller,N/A,N/A,N/A,N/A,N/A
1703,Jonah Hex,81,2010,4.7,33,Jimmy Hayward,N/A,N/A,N/A,N/A,N/A
1704,The Marine,92,2006,4.7,45,John Bonito,N/A,N/A,N/A,N/A,N/A
1705,Snatched,90,2017,4.7,45,Jonathan Levine,N/A,N/A,N/A,N/A,N/A
1706,Anacondas: The Hunt for the Blood Orchid,97,2004,4.7,40,Dwight H. Little,N/A,N/A,N/A,N/A,N/A
1707,Ra.One,156,2011,4.7,60,Anubhav Sinha,N/A,N/A,N/A,N/A,N/A
1708,Bodyguard,130,2011,4.7,41,Siddique,N/A,N/A,N/A,N/A,N/A
1709,Bharat,150,2019,4.7,N/A,Ali Abbas Zafar,N/A,N/A,N/A,N/A,N/A
1710,Superhero Movie,75,2008,4.6,33,Craig Mazin,N/A,N/A,N/A,N/A,N/A
1711,AVPR: Aliens vs Predator - Requiem,94,2007,4.6,29,Colin Strause, Greg Strause,N/A,N/A,N/A,N/A
1712,Interceptor,99,2022,4.6,51,Matthew Reilly,N/A,N/A,N/A,N/A,N/A
1713,Home Alone 3,102,1997,4.6,N/A,Raja Gosnell,N/A,N/A,N/A,N/A,N/A
1714,Driven,116,2001,4.6,29,Renny Harlin,N/A,N/A,N/A,N/A,N/A
1715,Kisi Ka Bhai Kisi Ki Jaan,145,2023,4.5,N/A,Farhad Samji,N/A,N/A,N/A,N/A,N/A
1716,Skyline,92,2010,4.5,26,Colin Strause, Greg Strause,N/A,N/A,N/A,N/A
1717,Thunder Force,106,2021,4.5,34,Ben Falcone,N/A,N/A,N/A,N/A,N/A
1718,Taxi,97,2004,4.5,27,Tim Story,N/A,N/A,N/A,N/A,N/A
1719,Kangaroo Jack,89,2003,4.5,16,David McNally,N/A,N/A,N/A,N/A,N/A
1720,The Next Karate Kid,107,1994,4.5,36,Christopher Cain,N/A,N/A,N/A,N/A,N/A
1721,Species II,93,1998,4.5,19,Peter Medak,N/A,N/A,N/A,N/A,N/A
1722,Shehzada,142,2023,4.5,N/A,Rohit Dhawan,N/A,N/A,N/A,N/A,N/A
1723,xXx²: The Next Level,101,2005,4.5,37,Lee Tamahori,N/A,N/A,N/A,N/A,N/A
1724,Jason X,92,2001,4.4,25,James Isaac,N/A,N/A,N/A,N/A,N/A
1725,Cell,98,2016,4.4,38,Tod Williams,N/A,N/A,N/A,N/A,N/A
1726,Paul Blart: Mall Cop 2,94,2015,4.4,13,Andy Fickman,N/A,N/A,N/A,N/A,N/A
1727,Stop! Or My Mom Will Shoot,87,1992,4.4,N/A,Roger Spottiswoode,N/A,N/A,N/A,N/A,N/A
1728,"Big Mommas: Like Father, Like Son",107,2011,4.4,22,John Whitesell,N/A,N/A,N/A,N/A,N/A
1729,Fantastic Four,100,2015,4.3,27,Josh Trank,N/A,N/A,N/A,N/A,N/A
1730,Spy Kids 3: Game Over,84,2003,4.3,57,Robert Rodriguez,N/A,N/A,N/A,N/A,N/A
1731,Ghost Rider: Spirit of Vengeance,96,2011,4.3,34,Mark Neveldine, Brian Taylor,N/A,N/A,N/A,N/A
1732,Ultraviolet,88,2006,4.3,18,Kurt Wimmer,N/A,N/A,N/A,N/A,N/A
1733,Inspector Gadget,78,1999,4.2,36,David Kellogg,N/A,N/A,N/A,N/A,N/A
1734,Highlander II: The Quickening,91,1991,4.2,31,Russell Mulcahy,N/A,N/A,N/A,N/A,N/A
1735,The Legend of Hercules,99,2014,4.2,22,Renny Harlin,N/A,N/A,N/A,N/A,N/A
1736,Universal Soldier: The Return,83,1999,4.2,24,Mic Rodgers,N/A,N/A,N/A,N/A,N/A
1737,Coolie No,134,2020,4.2,N/A,David Dhawan,N/A,N/A,N/A,N/A,N/A
1738,Torque,84,2004,4.1,41,Joseph Kahn,N/A,N/A,N/A,N/A,N/A
1739,RoboCop 3,104,1993,4.1,40,Fred Dekker,N/A,N/A,N/A,N/A,N/A
1740,The Last Airbender,103,2010,4.0,20,M. Night Shyamalan,N/A,N/A,N/A,N/A,N/A
1741,Street Fighter,102,1994,4.0,34,Steven E. de Souza,N/A,N/A,N/A,N/A,N/A
1742,Shark Night 3D,90,2011,4.0,22,David R. Ellis,N/A,N/A,N/A,N/A,N/A
1743,Escape Plan II,96,2018,3.9,N/A,Steven C. Miller,N/A,N/A,N/A,N/A,N/A
1744,Speed 2: Cruise Control,121,1997,3.9,23,Jan de Bont,N/A,N/A,N/A,N/A,N/A
1745,Pluto Nash,95,2002,3.9,12,Ron Underwood,N/A,N/A,N/A,N/A,N/A
1746,Batman & Robin,125,1997,3.8,28,Joel Schumacher,N/A,N/A,N/A,N/A,N/A
1747,The Avengers,89,1998,3.8,12,Jeremiah S. Chechik,N/A,N/A,N/A,N/A,N/A
1748,In the Name of the King: A Dungeon Siege Tale,127,2007,3.8,15,Uwe Boll,N/A,N/A,N/A,N/A,N/A
1749,Superman IV: The Quest for Peace,90,1987,3.7,24,Sidney J. Furie,N/A,N/A,N/A,N/A,N/A
1750,The Adventures of Sharkboy and Lavagirl 3-D,93,2005,3.7,38,Robert Rodriguez,N/A,N/A,N/A,N/A,N/A
1751,Dungeons & Dragons,107,2000,3.6,14,Courtney Solomon,N/A,N/A,N/A,N/A,N/A
1752,Mortal Kombat: Annihilation,95,1997,3.6,11,John R. Leonetti,N/A,N/A,N/A,N/A,N/A
1753,Crimea,99,2017,3.6,N/A,Aleksey Pimanov,N/A,N/A,N/A,N/A,N/A
1754,Barb Wire,98,1996,3.5,40,David Hogan,N/A,N/A,N/A,N/A,N/A
1755,Spy Kids 4: All the Time in the World,89,2011,3.5,37,Robert Rodriguez,N/A,N/A,N/A,N/A,N/A
1756,Dragon Wars,107,2007,3.5,33,Hyung-rae Shim,N/A,N/A,N/A,N/A,N/A
1757,Catwoman,104,2004,3.4,27,Pitof,N/A,N/A,N/A,N/A,N/A
1758,Adipurush,179,2023,3.2,N/A,Om Raut,N/A,N/A,N/A,N/A,N/A
1759,Left Behind,110,2014,3.1,12,Vic Armstrong,N/A,N/A,N/A,N/A,N/A
1760,Rollerball,98,2002,3.1,14,John McTiernan,N/A,N/A,N/A,N/A,N/A
1761,BloodRayne,95,2005,3.0,18,Uwe Boll,N/A,N/A,N/A,N/A,N/A
1762,Liger,140,2022,2.7,N/A,Puri Jagannadh,N/A,N/A,N/A,N/A,N/A
1763,Gunday,152,2014,2.7,N/A,Ali Abbas Zafar,N/A,N/A,N/A,N/A,N/A
1764,Dragonball: Evolution,85,2009,2.5,45,James Wong,N/A,N/A,N/A,N/A,N/A
1765,Battlefield Earth,118,2000,2.5,9,Roger Christian,N/A,N/A,N/A,N/A,N/A
1766,Laxmii,141,2020,2.5,N/A,Raghava Lawrence, Balakrishnan Thevar,N/A,N/A,N/A,N/A
1767,Heropanti 2,145,2022,2.5,N/A,Ahmed Khan,N/A,N/A,N/A,N/A,N/A
1768,Alone in the Dark,99,2005,2.4,9,Uwe Boll,N/A,N/A,N/A,N/A,N/A
1769,The Prototype,97,2022,2.4,N/A,Marcelo Grion,N/A,N/A,N/A,N/A,N/A
1770,House of the Dead,90,2003,2.1,15,Uwe Boll,N/A,N/A,N/A,N/A,N/A
1771,Radhe,113,2021,1.9,N/A,Prabhu Deva,N/A,N/A,N/A,N/A,N/A
1772,Race 3,160,2018,1.9,N/A,Remo D'Souza,N/A,N/A,N/A,N/A,N/A
1773,Angels Apocalypse,85,2015,1.6,N/A,Sean Cain, Enzo Zelocchi,N/A,N/A,N/A,N/A
1774,The Cost of Deception,125,2021,1.5,N/A,Keith English,N/A,N/A,N/A,N/A,N/A
1775,Sadak 2,133,2020,1.2,N/A,Mahesh Bhatt,N/A,N/A,N/A,N/A,N/A
